Unnamed: 0,group,name,dice,p_value
0,DU15NET,VIS-P,0.0,0.4405594405594406
1,DU15NET,CG-OP,0.0272772772772772,0.4195804195804196
2,DU15NET,DN-B,0.0,0.8611388611388612
3,DU15NET,SMOT-B,0.0,0.4975024975024975
4,DU15NET,AUD,0.0,0.3856143856143856
5,DU15NET,PM-PPr,0.0,0.5704295704295704
6,DU15NET,dATN-B,0.0,0.6293706293706294
7,DU15NET,SMOT-A,0.0,0.5944055944055944
8,DU15NET,LANG,0.0034555576886158,0.6233766233766234
9,DU15NET,FPN-B,0.1115226337448559,0.0769230769230769
10,DU15NET,FPN-A,0.120782208588957,0.0589410589410589
11,DU15NET,dATN-A,0.0098280098280098,0.5504495504495505
12,DU15NET,VIS-C,0.0,0.2947052947052947
13,DU15NET,SAL/PMN,0.0830622009569378,0.1518481518481518
14,DU15NET,DN-A,0.0,0.7732267732267732
15,DU15NET,NONE,0.2299465240641711,0.0419580419580419
16,TW_TASK_NETS,1RESP,0.0049765981397002,0.8391608391608392
17,TW_TASK_NETS,2RESP,0.0011343714550892,0.9210789210789212
18,TW_TASK_NETS,AAR,0.001046146693014,0.938061938061938
19,TW_TASK_NETS,AUD,0.0,0.936063936063936
20,TW_TASK_NETS,DMNA,0.0,0.995004995004995
21,TW_TASK_NETS,DMNB,0.0,0.9790209790209792
22,TW_TASK_NETS,FoVF,0.0,0.6883116883116883
23,TW_TASK_NETS,INIT,0.001453065969195,0.8521478521478522
24,TW_TASK_NETS,LN,0.0598146588037068,0.3036963036963037
25,TW_TASK_NETS,MAIN,0.0899860846260887,0.1158841158841158
26,TW_TASK_NETS,MDN,0.0361464554661127,0.5094905094905094
27,TW_TASK_NETS,RE-EV,0.1155735336607916,0.0559440559440559
28,XY400K17,DefaultA,0.0078012135221034,0.6273726273726273
29,XY400K17,DefaultB,0.0064575645756457,0.6203796203796204
30,XY400K17,DefaultC,0.0,0.5854145854145855
31,XY400K17,Language,0.0014402304368698,0.5974025974025974
32,XY400K17,ControlA,0.182844243792325,0.0179820179820179
33,XY400K17,ControlB,0.1144343302990897,0.0689310689310689
34,XY400K17,ControlC,0.1978848413631022,0.0029970029970029
35,XY400K17,Sal/VenAttnA,0.0,0.7992007992007992
36,XY400K17,Sal/VenAttnB,0.1378125596487879,0.0499500499500499
37,XY400K17,DorsAttnA,0.0,0.7752247752247752
38,XY400K17,DorsAttnB,0.0,0.4805194805194805
39,XY400K17,Auditory,0.0,0.3566433566433566
40,XY400K17,SomatomotorA,0.0,0.5864135864135864
