Unnamed: 0,group,name,dice,p_value
0,DU15NET,VIS-P,0.0,0.5064935064935064
1,DU15NET,CG-OP,0.0519979061245855,0.5644355644355644
2,DU15NET,DN-B,0.2944471744471744,0.0129870129870129
3,DU15NET,SMOT-B,0.0,0.6283716283716284
4,DU15NET,AUD,0.0616825003442103,0.1948051948051948
5,DU15NET,PM-PPr,0.0,0.6653346653346653
6,DU15NET,dATN-B,0.0627000772712219,0.3276723276723277
7,DU15NET,SMOT-A,0.0,0.7332667332667333
8,DU15NET,LANG,0.3869109344394515,0.0019980019980019
9,DU15NET,FPN-B,0.0307322929171668,0.5754245754245755
10,DU15NET,FPN-A,0.0,0.9310689310689312
11,DU15NET,dATN-A,0.0220253770648791,0.6223776223776224
12,DU15NET,VIS-C,0.0,0.3396603396603396
13,DU15NET,SAL/PMN,0.0115008625646923,0.7372627372627373
14,DU15NET,DN-A,0.0317098209193566,0.5894105894105894
15,DU15NET,NONE,0.1466960352422907,0.2257742257742257
16,TW_TASK_NETS,1RESP,0.0193621308172391,0.8071928071928072
17,TW_TASK_NETS,2RESP,0.021518544436669,0.7962037962037962
18,TW_TASK_NETS,AAR,0.0553298510350164,0.6983016983016983
19,TW_TASK_NETS,AUD,0.2467842323651452,0.1608391608391608
20,TW_TASK_NETS,DMNA,0.087110633727175,0.5274725274725275
21,TW_TASK_NETS,DMNB,0.25254857786539,0.0529470529470529
22,TW_TASK_NETS,FoVF,0.0043267566632052,0.5324675324675324
23,TW_TASK_NETS,INIT,0.0219333874898456,0.7462537462537463
24,TW_TASK_NETS,LN,0.0434159061277705,0.7162837162837162
25,TW_TASK_NETS,MAIN,0.0431075941065885,0.7762237762237763
26,TW_TASK_NETS,MDN,0.0309790979097909,0.8081918081918081
27,TW_TASK_NETS,RE-EV,0.1324669073405535,0.4085914085914086
28,XY400K17,DefaultA,0.1668591224018475,0.1278721278721278
29,XY400K17,DefaultB,0.3392821335472227,0.0019980019980019
30,XY400K17,DefaultC,0.031324961196557,0.4895104895104895
31,XY400K17,Language,0.3554216867469879,0.0039960039960039
32,XY400K17,ControlA,0.0,0.8131868131868132
33,XY400K17,ControlB,0.0045728538765329,0.8641358641358642
34,XY400K17,ControlC,0.0056957928802588,0.8011988011988012
35,XY400K17,Sal/VenAttnA,0.0105622864243553,0.7402597402597403
36,XY400K17,Sal/VenAttnB,0.0231943966012171,0.6893106893106893
37,XY400K17,DorsAttnA,0.1114681440443213,0.2547452547452547
38,XY400K17,DorsAttnB,0.0,0.5474525474525475
39,XY400K17,Auditory,0.0560224089635854,0.2077922077922078
40,XY400K17,SomatomotorA,0.0,0.7162837162837162
41,XY400K17,SomatomotorB,0.0,0.4845154845154845
42,XY400K17,VisualA,0.029690922365539,0.3606393606393606
43,XY400K17,VisualB,0.0,0.5674325674325674
44,XY400K17,VisualC,0.0,0.2867132867132867
45,EG5,SCAN,0.0,0.3866133866133866
46,EG5,Cingulo-Opercular,0.0113075473391366,0.7872127872127872
47,EG5,Effector-hand,0.0,0.4065934065934066
48,EG5,Effector-mouth,0.0,0.3156843156843157
49,EG5,Effector-foot,0.0,0.3006993006993007
50,EG17,Default,0.1984928004306284,0.1178821178821178
51,EG17,LatVis,0.017719793593613,0.3836163836163836
52,EG17,FrontPar,0.0156306144448436,0.7542457542457542
53,EG17,MedVis,0.0,0.4055944055944055
54,EG17,DorsAttn,0.0291940789473684,0.5434565434565435
55,EG17,Premotor,0.0,0.6883116883116883
56,EG17,Language,0.4380804953560371,0.0029970029970029
57,EG17,Salience,0.0,0.5714285714285714
58,EG17,CingOperc,0.0088825442144499,0.7902097902097902
59,EG17,HandSM,0.0008025682182985,0.6863136863136863
60,EG17,FaceSM,0.0,0.4235764235764235
61,EG17,Auditory,0.0054760423148724,0.3446553446553446
62,EG17,AntMTL,0.3146035367940673,0.0389610389610389
63,EG17,PostMTL,0.0059138791350951,0.2397602397602397
64,EG17,ParMemory,0.0,0.4095904095904096
65,EG17,Context,0.0021058965102286,0.5974025974025974
66,EG17,FootSM,0.0,0.5124875124875125
67,XS268_8,MedFront,0.3915615755877316,0.0029970029970029
68,XS268_8,FrontPar,0.0753867383252233,0.5084915084915085
69,XS268_8,Default,0.0812152501985702,0.3926073926073926
70,XS268_8,Motor,0.0924824709328126,0.4835164835164835
71,XS268_8,VisualA,0.0024110910186859,0.5134865134865135
72,XS268_8,VisualB,0.0,0.3826173826173826
73,XS268_8,VisAssoc,0.0872039654855884,0.3546453546453546
74,XS268_8,SalSubcor,0.0135230757134994,0.8111888111888111
75,MG360J12,Visual1,0.0,0.4765234765234765
76,MG360J12,Visual2,0.0270110576517261,0.4245754245754246
77,MG360J12,Somatomotor,0.0,0.8571428571428571
78,MG360J12,CingOperc,0.0015534529021324,0.8621378621378621
79,MG360J12,DorsAttn,0.0336077591068004,0.5534465534465535
80,MG360J12,Language,0.2827161982872995,0.0139860139860139
81,MG360J12,FrontPar,0.0317723234452642,0.8421578421578422
82,MG360J12,Auditory,0.0077693112206783,0.2427572427572427
83,MG360J12,Default,0.2898114117009098,0.0129870129870129
84,MG360J12,PostMulti,0.1313601596275357,0.0439560439560439
85,MG360J12,VentMulti,0.1680051397365885,0.0779220779220779
86,MG360J12,OrbitAffective,0.0027691242644513,0.2667332667332667
87,Tu19,Posterior Default,0.0028469750889679,0.4265734265734265
88,Tu19,Dorsomedial PFC,0.0,0.5054945054945055
89,Tu19,Dorsal Attention,0.0,0.2737262737262737
90,Tu19,Posterior Frontoparietal,0.0007207207207207,0.3186813186813186
91,Tu19,Ventromedial PFC,0.009386407091952,0.1878121878121878
92,Tu19,Lateral PFC,0.0,0.5724275724275725
93,Tu19,Anterior PFC,0.0,0.2417582417582417
94,Tu19,Inferior Frontal Gyrus,0.0,0.2827172827172827
95,Tu19,Cingulo-Opercular/Action Mode,0.0,0.4325674325674326
96,Tu19,Language,0.6333671399594321,0.0019980019980019
97,Tu19,Salience,0.0,0.5344655344655345
98,Tu19,Parietal Memory,0.0,0.2637362637362637
99,Tu19,Premotor/Dorsal Attention II,0.0,0.7212787212787213
100,Tu19,Visual Peripheral,0.0,0.4975024975024975
101,Tu19,Visual Central,0.0,0.4635364635364635
102,Tu19,Parietal-Occipital/Context Association,0.0,0.5254745254745254
103,Tu19,Visual Streams,0.1280767626199415,0.2497502497502497
104,Tu19,Dorsal SM,0.0,0.8691308691308691
105,Tu19,Ventral SM,0.0,0.4755244755244755
106,Kardan10,Motor,0.0,0.8341658341658341
107,Kardan10,Temporal,0.5636488575846075,0.0019980019980019
108,Kardan10,pFPN,0.0315687748308815,0.4075924075924076
109,Kardan10,pDMN,0.0026984483921744,0.6343656343656343
110,Kardan10,LateralVis,0.0362132558399463,0.3326673326673326
111,Kardan10,MedialVis,0.0066476733143399,0.3996003996003996
112,Kardan10,DAN,0.0002158894645941,0.6883116883116883
113,Kardan10,aFPN,0.004870489262785,0.4545454545454545
114,Kardan10,CO,0.0,0.6813186813186813
115,Kardan10,aDMN,0.0,0.6683316683316683
