Unnamed: 0,group,name,dice,p_value
0,DU15NET,VIS-P,0.0,0.4275724275724276
1,DU15NET,CG-OP,0.0,0.8671328671328671
2,DU15NET,DN-B,0.0754098360655737,0.2117882117882117
3,DU15NET,SMOT-B,0.0,0.4955044955044955
4,DU15NET,AUD,0.0,0.3886113886113886
5,DU15NET,PM-PPr,0.0,0.6053946053946054
6,DU15NET,dATN-B,0.0,0.6583416583416584
7,DU15NET,SMOT-A,0.0,0.6103896103896104
8,DU15NET,LANG,0.0116758241758241,0.5434565434565435
9,DU15NET,FPN-B,0.2988127853881278,0.0019980019980019
10,DU15NET,FPN-A,0.034299434059338,0.3646353646353646
11,DU15NET,dATN-A,0.000363702491362,0.8351648351648352
12,DU15NET,VIS-C,0.0,0.2647352647352647
13,DU15NET,SAL/PMN,0.0321917808219178,0.3716283716283716
14,DU15NET,DN-A,0.0142083897158322,0.5824175824175825
15,DU15NET,NONE,0.2689156626506024,0.0549450549450549
16,TW_TASK_NETS,1RESP,0.0,0.975024975024975
17,TW_TASK_NETS,2RESP,0.0,0.983016983016983
18,TW_TASK_NETS,AAR,0.0,0.967032967032967
19,TW_TASK_NETS,AUD,0.0101065449010654,0.7382617382617382
20,TW_TASK_NETS,DMNA,0.0059625753250872,0.948051948051948
21,TW_TASK_NETS,DMNB,0.0683221476510067,0.3246753246753247
22,TW_TASK_NETS,FoVF,0.0,0.6963036963036963
23,TW_TASK_NETS,INIT,0.0,0.9170829170829172
24,TW_TASK_NETS,LN,0.0668001601922306,0.3396603396603396
25,TW_TASK_NETS,MAIN,0.0832250974123289,0.2537462537462537
26,TW_TASK_NETS,MDN,0.0117765475591343,0.8021978021978022
27,TW_TASK_NETS,RE-EV,0.1657366071428571,0.0289710289710289
28,XY400K17,DefaultA,0.0880987130157887,0.1808191808191808
29,XY400K17,DefaultB,0.0887765135552746,0.2027972027972027
30,XY400K17,DefaultC,0.0,0.6623376623376623
31,XY400K17,Language,0.0025099351600083,0.6073926073926074
32,XY400K17,ControlA,0.0911793855302279,0.1558441558441558
33,XY400K17,ControlB,0.3437269100044333,0.0009990009990009
34,XY400K17,ControlC,0.0579055441478439,0.2487512487512487
35,XY400K17,Sal/VenAttnA,0.0,0.7892107892107892
36,XY400K17,Sal/VenAttnB,0.0047830543218312,0.7282717282717283
37,XY400K17,DorsAttnA,0.0,0.8011988011988012
38,XY400K17,DorsAttnB,0.0,0.4765234765234765
39,XY400K17,Auditory,0.0,0.3386613386613387
40,XY400K17,SomatomotorA,0.0,0.5834165834165834
41,XY400K17,SomatomotorB,0.0,0.3866133866133866
42,XY400K17,VisualA,0.0,0.5214785214785215
43,XY400K17,VisualB,0.0,0.4865134865134865
44,XY400K17,VisualC,0.0,0.2117882117882117
45,EG5,SCAN,0.0,0.2817182817182817
46,EG5,Cingulo-Opercular,0.0038610038610038,0.7752247752247752
47,EG5,Effector-hand,0.0,0.3076923076923077
48,EG5,Effector-mouth,0.0,0.2307692307692307
49,EG5,Effector-foot,0.0,0.2087912087912088
50,EG17,Default,0.1377529774298325,0.0929070929070929
51,EG17,LatVis,0.000269687162891,0.5814185814185814
52,EG17,FrontPar,0.1667270750271837,0.0699300699300699
53,EG17,MedVis,0.0,0.3016983016983017
54,EG17,DorsAttn,0.0,0.8031968031968032
55,EG17,Premotor,0.0,0.5844155844155844
56,EG17,Language,0.0552593310712554,0.2247752247752247
57,EG17,Salience,0.0130480167014613,0.3036963036963037
58,EG17,CingOperc,0.0018453967603034,0.8431568431568431
59,EG17,HandSM,0.0,0.5914085914085914
60,EG17,FaceSM,0.0,0.3156843156843157
61,EG17,Auditory,0.0,0.4175824175824176
62,EG17,AntMTL,0.0,0.3576423576423576
63,EG17,PostMTL,0.0,0.2937062937062937
64,EG17,ParMemory,0.0,0.2677322677322677
65,EG17,Context,0.0,0.5624375624375625
