Unnamed: 0,group,name,dice,p_value
0,DU15NET,VIS-P,0.0,0.5624375624375625
1,DU15NET,CG-OP,0.0824704142011834,0.3996003996003996
2,DU15NET,DN-B,0.0,0.976023976023976
3,DU15NET,SMOT-B,0.0027270248159258,0.5314685314685315
4,DU15NET,AUD,0.0,0.5154845154845155
5,DU15NET,PM-PPr,0.4480492238847713,0.0009990009990009
6,DU15NET,dATN-B,0.0570545584214905,0.2937062937062937
7,DU15NET,SMOT-A,0.1649959903769045,0.1508491508491508
8,DU15NET,LANG,0.0017428109050168,0.8231768231768232
9,DU15NET,FPN-B,0.0002602811035918,0.94005994005994
10,DU15NET,FPN-A,0.0845771144278607,0.2437562437562437
11,DU15NET,dATN-A,0.2449403217436429,0.0169830169830169
12,DU15NET,VIS-C,0.0,0.4035964035964036
13,DU15NET,SAL/PMN,0.0002484780718101,0.951048951048951
14,DU15NET,DN-A,0.0,0.91008991008991
15,DU15NET,NONE,0.0,0.6193806193806194
16,TW_TASK_NETS,1RESP,0.38664162817845,0.0019980019980019
17,TW_TASK_NETS,2RESP,0.3717706364209199,0.0019980019980019
18,TW_TASK_NETS,AAR,0.1142286570144782,0.3516483516483517
19,TW_TASK_NETS,AUD,0.032628528496297,0.6423576423576424
20,TW_TASK_NETS,DMNA,0.0290419494825859,0.8761238761238761
21,TW_TASK_NETS,DMNB,0.0,0.997002997002997
22,TW_TASK_NETS,FoVF,0.0,0.8151848151848152
23,TW_TASK_NETS,INIT,0.1660236315408729,0.2067932067932067
24,TW_TASK_NETS,LN,0.2413229889750918,0.0189810189810189
25,TW_TASK_NETS,MAIN,0.2103747694245737,0.1188811188811188
26,TW_TASK_NETS,MDN,0.2882376919244531,0.0159840159840159
27,TW_TASK_NETS,RE-EV,0.1078046599433653,0.4355644355644356
28,XY400K17,DefaultA,0.0,0.955044955044955
29,XY400K17,DefaultB,0.0,0.9410589410589412
30,XY400K17,DefaultC,0.0,0.7782217782217782
31,XY400K17,Language,0.0011444921316165,0.7672327672327672
32,XY400K17,ControlA,0.1350978770333609,0.1168831168831168
33,XY400K17,ControlB,0.0011140819964349,0.95004995004995
34,XY400K17,ControlC,0.0031077835852521,0.8351648351648352
35,XY400K17,Sal/VenAttnA,0.0277438686050382,0.6423576423576424
36,XY400K17,Sal/VenAttnB,0.0441523006325189,0.4935064935064935
37,XY400K17,DorsAttnA,0.2262799856784819,0.0149850149850149
38,XY400K17,DorsAttnB,0.4643745427944404,0.0009990009990009
39,XY400K17,Auditory,0.0,0.4845154845154845
40,XY400K17,SomatomotorA,0.1427968782957182,0.1538461538461538
41,XY400K17,SomatomotorB,0.0318623995488509,0.3066933066933067
42,XY400K17,VisualA,0.0729001584786053,0.2487512487512487
43,XY400K17,VisualB,0.0,0.6193806193806194
44,XY400K17,VisualC,0.0,0.3276723276723277
45,EG5,SCAN,0.0,0.3806193806193806
46,EG5,Cingulo-Opercular,0.0657330665904544,0.4655344655344655
47,EG5,Effector-hand,0.2655483462573192,0.0489510489510489
48,EG5,Effector-mouth,0.0,0.3356643356643357
49,EG5,Effector-foot,0.0,0.3256743256743257
50,EG17,Default,0.0,0.995004995004995
51,EG17,LatVis,0.0006233766233766,0.6453546453546454
52,EG17,FrontPar,0.0862101850085828,0.3286713286713286
53,EG17,MedVis,0.0,0.4405594405594406
54,EG17,DorsAttn,0.2536886148425457,0.0489510489510489
55,EG17,Premotor,0.3992112846958895,0.0009990009990009
56,EG17,Language,0.0,0.8591408591408591
57,EG17,Salience,0.0,0.6073926073926074
58,EG17,CingOperc,0.0886065368218674,0.3966033966033966
59,EG17,HandSM,0.2761346998535871,0.0349650349650349
