Unnamed: 0,group,name,dice,p_value
0,DU15NET,VIS-P,0.0,0.5984015984015985
1,DU15NET,CG-OP,0.0,0.968031968031968
2,DU15NET,DN-B,0.3260729475447867,0.0009990009990009
3,DU15NET,SMOT-B,0.0,0.7042957042957043
4,DU15NET,AUD,0.0,0.5624375624375625
5,DU15NET,PM-PPr,0.0,0.7992007992007992
6,DU15NET,dATN-B,0.0,0.7722277722277723
7,DU15NET,SMOT-A,0.0,0.8211788211788211
8,DU15NET,LANG,0.0015966789078716,0.8261738261738262
9,DU15NET,FPN-B,0.0206290158944876,0.5354645354645354
10,DU15NET,FPN-A,0.0,0.8741258741258742
11,DU15NET,dATN-A,0.0070730885820141,0.7452547452547452
12,DU15NET,VIS-C,0.0,0.3696303696303696
13,DU15NET,SAL/PMN,0.0003185220576524,0.908091908091908
14,DU15NET,DN-A,0.3719099354432373,0.0019980019980019
15,DU15NET,NONE,0.0327130852340936,0.4285714285714285
16,TW_TASK_NETS,1RESP,0.0,0.999000999000999
17,TW_TASK_NETS,2RESP,0.0,0.999000999000999
18,TW_TASK_NETS,AAR,0.0001095290251916,0.986013986013986
19,TW_TASK_NETS,AUD,0.0166034155597722,0.8741258741258742
20,TW_TASK_NETS,DMNA,0.2290792396939027,0.0019980019980019
21,TW_TASK_NETS,DMNB,0.2964991198904753,0.0019980019980019
22,TW_TASK_NETS,FoVF,0.0013129102844638,0.7372627372627373
23,TW_TASK_NETS,INIT,0.0,0.986013986013986
24,TW_TASK_NETS,LN,0.0,0.993006993006993
25,TW_TASK_NETS,MAIN,0.009581072493523,0.9690309690309692
26,TW_TASK_NETS,MDN,0.0,0.998001998001998
27,TW_TASK_NETS,RE-EV,0.0532708753200065,0.6193806193806194
28,XY400K17,DefaultA,0.4794383149448345,0.0009990009990009
29,XY400K17,DefaultB,0.0767398782746758,0.2707292707292707
30,XY400K17,DefaultC,0.080496681652751,0.1528471528471528
31,XY400K17,Language,0.0045977011494252,0.6693306693306693
32,XY400K17,ControlA,0.0,0.7812187812187812
33,XY400K17,ControlB,0.0652234249236747,0.2887112887112887
34,XY400K17,ControlC,0.0022603126765869,0.7782217782217782
35,XY400K17,Sal/VenAttnA,0.0,0.8881118881118881
36,XY400K17,Sal/VenAttnB,0.0,0.9230769230769232
37,XY400K17,DorsAttnA,0.0,0.8641358641358642
38,XY400K17,DorsAttnB,0.0,0.6613386613386614
39,XY400K17,Auditory,0.0,0.5164835164835165
40,XY400K17,SomatomotorA,0.0,0.7992007992007992
41,XY400K17,SomatomotorB,0.0,0.5814185814185814
42,XY400K17,VisualA,0.0,0.6713286713286714
43,XY400K17,VisualB,0.0,0.6873126873126874
44,XY400K17,VisualC,0.0,0.2717282717282717
45,EG5,SCAN,0.0,0.3626373626373626
46,EG5,Cingulo-Opercular,0.0,0.976023976023976
47,EG5,Effector-hand,0.0,0.4685314685314685
48,EG5,Effector-mouth,0.0,0.3206793206793207
49,EG5,Effector-foot,0.0,0.3006993006993007
50,EG17,Default,0.4015748031496063,0.0009990009990009
51,EG17,LatVis,0.0,0.7672327672327672
52,EG17,FrontPar,0.0,0.952047952047952
53,EG17,MedVis,0.0,0.4105894105894105
54,EG17,DorsAttn,0.0,0.8991008991008991
55,EG17,Premotor,0.0,0.7382617382617382
56,EG17,Language,0.0006035003017501,0.8271728271728271
57,EG17,Salience,0.0,0.6633366633366633
58,EG17,CingOperc,0.0,0.988011988011988
59,EG17,HandSM,0.0,0.7492507492507493
60,EG17,FaceSM,0.0,0.4715284715284715
61,EG17,Auditory,0.0,0.6103896103896104
62,EG17,AntMTL,0.0,0.4935064935064935
63,EG17,PostMTL,0.0,0.3616383616383616
64,EG17,ParMemory,0.0111111111111111,0.2677322677322677
65,EG17,Context,0.0212665406427221,0.3576423576423576
66,EG17,FootSM,0.0,0.5884115884115884
67,XS268_8,MedFront,0.0542665388302972,0.4985014985014985
68,XS268_8,FrontPar,0.0958337003435215,0.2347652347652347
69,XS268_8,Default,0.3910658307210031,0.0019980019980019
70,XS268_8,Motor,0.0042747788050502,0.977022977022977
71,XS268_8,VisualA,0.0275935261342531,0.4915084915084915
72,XS268_8,VisualB,0.0,0.4375624375624375
73,XS268_8,VisAssoc,0.0,0.9070929070929072
74,XS268_8,SalSubcor,0.0333883334950985,0.6553446553446554
75,MG360J12,Visual1,0.0,0.5374625374625375
76,MG360J12,Visual2,0.0,0.8561438561438561
77,MG360J12,Somatomotor,0.0,0.948051948051948
78,MG360J12,CingOperc,0.0,0.98001998001998
79,MG360J12,DorsAttn,0.000930088358394,0.8111888111888111
80,MG360J12,Language,0.0,0.8311688311688312
81,MG360J12,FrontPar,0.0272409350266887,0.6973026973026973
82,MG360J12,Auditory,0.0,0.4055944055944055
83,MG360J12,Default,0.3410196742119737,0.0009990009990009
84,MG360J12,PostMulti,0.0411339633129516,0.1838161838161838
85,MG360J12,VentMulti,0.0,0.3196803196803197
86,MG360J12,OrbitAffective,0.0005948839976204,0.3116883116883117
87,Tu19,Posterior Default,0.4734215665003254,0.0009990009990009
88,Tu19,Dorsomedial PFC,0.016981860285604,0.3976023976023976
89,Tu19,Dorsal Attention,0.0,0.2687312687312687
90,Tu19,Posterior Fronto-parietal,0.0,0.2947052947052947
91,Tu19,Ventromedial PFC,0.3122565178303865,0.0009990009990009
92,Tu19,Lateral PFC,0.0012612328551158,0.6003996003996004
93,Tu19,Anterior PFC,0.0078668683812405,0.1858141858141858
94,Tu19,Inferior fronto-parietal,0.0,0.2767232767232767
95,Tu19,Cingulo-opercular,0.0,0.4725274725274725
96,Tu19,Ventral Attention,0.1340271877655055,0.1478521478521478
97,Tu19,Salience,0.0132753490501258,0.3906093906093906
98,Tu19,Medial Parietal,0.0,0.2147852147852147
99,Tu19,Dorsal Attention/pre-motor,0.0,0.8851148851148851
100,Tu19,Medial Visual,0.0,0.5854145854145855
101,Tu19,Primary Visual,0.0,0.5484515484515484
102,Tu19,Parietal-occipital,0.0095506837421315,0.4115884115884116
103,Tu19,Visual Association,0.0,0.7782217782217782
104,Tu19,Dorsal SM,0.0,0.9000999000999002
105,Tu19,Ventral SM,0.0,0.5444555444555444
106,Kardan10,Motor,0.0,0.8881118881118881
107,Kardan10,Temporal,0.1281161933665727,0.1418581418581418
108,Kardan10,pFPN,0.0,0.8011988011988012
109,Kardan10,pDMN,0.3729546156221056,0.0009990009990009
110,Kardan10,LateralVis,0.0,0.6953046953046953
111,Kardan10,MedialVis,0.0,0.5644355644355644
112,Kardan10,DAN,0.0,0.8391608391608392
113,Kardan10,aFPN,0.0710184345723783,0.2807192807192807
114,Kardan10,CO,0.0,0.7172827172827173
115,Kardan10,aDMN,0.0817983140805494,0.2467532467532467
