Unnamed: 0,group,name,dice,p_value
0,DU15NET,VIS-P,0.0,0.4635364635364635
1,DU15NET,CG-OP,0.0017524644030668,0.8421578421578422
2,DU15NET,DN-B,0.0043350758638276,0.7872127872127872
3,DU15NET,SMOT-B,0.0,0.5454545454545454
4,DU15NET,AUD,0.0077063475968363,0.2887112887112887
5,DU15NET,PM-PPr,0.0,0.5994005994005994
6,DU15NET,dATN-B,0.0222982012784302,0.3506493506493506
7,DU15NET,SMOT-A,0.0,0.6593406593406593
8,DU15NET,LANG,0.0031510950055144,0.7052947052947053
9,DU15NET,FPN-B,0.2567522507502501,0.0019980019980019
10,DU15NET,FPN-A,0.408876298394712,0.0009990009990009
11,DU15NET,dATN-A,0.141149119893723,0.0869130869130869
12,DU15NET,VIS-C,0.0,0.2897102897102897
13,DU15NET,SAL/PMN,0.0012572685840012,0.8061938061938062
14,DU15NET,DN-A,0.0,0.8061938061938062
15,DU15NET,NONE,0.0299347954949614,0.3296703296703296
16,TW_TASK_NETS,1RESP,0.0875839484930898,0.3756243756243756
17,TW_TASK_NETS,2RESP,0.0943892460549386,0.3286713286713286
18,TW_TASK_NETS,AAR,0.0,0.982017982017982
19,TW_TASK_NETS,AUD,0.0134529147982062,0.7062937062937062
20,TW_TASK_NETS,DMNA,0.0,0.995004995004995
21,TW_TASK_NETS,DMNB,0.0118005576087661,0.8121878121878122
22,TW_TASK_NETS,FoVF,0.0,0.6983016983016983
23,TW_TASK_NETS,INIT,0.1398470004026305,0.1658341658341658
24,TW_TASK_NETS,LN,0.2289360393603936,0.0079920079920079
25,TW_TASK_NETS,MAIN,0.1962903461369943,0.0219780219780219
26,TW_TASK_NETS,MDN,0.1744716324228902,0.0499500499500499
27,TW_TASK_NETS,RE-EV,0.2615626524968822,0.0009990009990009
28,XY400K17,DefaultA,0.0052109181141439,0.7732267732267732
29,XY400K17,DefaultB,0.0054959434702957,0.7402597402597403
30,XY400K17,DefaultC,0.0029442691903259,0.5314685314685315
31,XY400K17,Language,0.0007541478129713,0.6663336663336663
32,XY400K17,ControlA,0.1961206896551724,0.0329670329670329
33,XY400K17,ControlB,0.3100137174211248,0.0019980019980019
34,XY400K17,ControlC,0.0315223437789727,0.4525474525474525
35,XY400K17,Sal/VenAttnA,0.0002730375426621,0.8401598401598401
36,XY400K17,Sal/VenAttnB,0.0018817625842872,0.8031968031968032
37,XY400K17,DorsAttnA,0.2277005826983415,0.0159840159840159
38,XY400K17,DorsAttnB,0.0,0.4955044955044955
39,XY400K17,Auditory,0.0,0.3626373626373626
40,XY400K17,SomatomotorA,0.0,0.6453546453546454
41,XY400K17,SomatomotorB,0.0,0.4285714285714285
42,XY400K17,VisualA,0.0499490316004077,0.2417582417582417
43,XY400K17,VisualB,0.0,0.5294705294705294
44,XY400K17,VisualC,0.0,0.2257742257742257
45,EG5,SCAN,0.0,0.3236763236763236
46,EG5,Cingulo-Opercular,0.0097605266144591,0.7532467532467533
47,EG5,Effector-hand,0.0,0.3316683316683316
48,EG5,Effector-mouth,0.0,0.2507492507492507
49,EG5,Effector-foot,0.0,0.2267732267732267
50,EG17,Default,0.0778930566640063,0.3226773226773227
51,EG17,LatVis,0.0017634462778687,0.4625374625374625
52,EG17,FrontPar,0.3868181818181818,0.0009990009990009
53,EG17,MedVis,0.0,0.3546453546453546
54,EG17,DorsAttn,0.1103299080584099,0.1718281718281718
55,EG17,Premotor,0.0,0.5904095904095904
56,EG17,Language,0.00119189511323,0.6823176823176823
57,EG17,Salience,0.0,0.5264735264735265
58,EG17,CingOperc,0.0023353118614381,0.8621378621378621
59,EG17,HandSM,0.0,0.6493506493506493
60,EG17,FaceSM,0.0,0.3636363636363636
61,EG17,Auditory,0.0,0.5044955044955045
62,EG17,AntMTL,0.0423076923076923,0.1998001998001998
63,EG17,PostMTL,0.0006495615459564,0.2897102897102897
64,EG17,ParMemory,0.0,0.3286713286713286
65,EG17,Context,0.0,0.5774225774225774
66,EG17,FootSM,0.0,0.4275724275724276
67,XS268_8,MedFront,0.0081795700970135,0.7992007992007992
68,XS268_8,FrontPar,0.1885109731572965,0.0479520479520479
69,XS268_8,Default,0.0018087855297157,0.7392607392607392
70,XS268_8,Motor,0.032076032076032,0.6703296703296703
71,XS268_8,VisualA,0.0,0.5904095904095904
72,XS268_8,VisualB,0.0,0.3276723276723277
73,XS268_8,VisAssoc,0.2980612006540528,0.0089910089910089
74,XS268_8,SalSubcor,0.0,0.935064935064935
75,MG360J12,Visual1,0.0,0.4265734265734265
76,MG360J12,Visual2,0.0342616920651602,0.3786213786213786
77,MG360J12,Somatomotor,0.0,0.7782217782217782
78,MG360J12,CingOperc,0.0028740490278951,0.8361638361638362
79,MG360J12,DorsAttn,0.2029074215761285,0.0379620379620379
80,MG360J12,Language,0.0,0.7192807192807192
81,MG360J12,FrontPar,0.2754337899543379,0.0019980019980019
82,MG360J12,Auditory,0.0,0.2977022977022977
83,MG360J12,Default,0.0386961093585699,0.6153846153846154
84,MG360J12,PostMulti,0.0010863661053775,0.3106893106893107
85,MG360J12,VentMulti,0.0508474576271186,0.1238761238761238
86,MG360J12,OrbitAffective,0.0,0.2507492507492507
87,Tu19,Posterior Default,0.0,0.4285714285714285
88,Tu19,Dorsomedial PFC,0.0,0.4585414585414585
89,Tu19,Dorsal Attention,0.0,0.2417582417582417
90,Tu19,Posterior Fronto-parietal,0.2834058421379739,0.0019980019980019
91,Tu19,Ventromedial PFC,0.0,0.2147852147852147
92,Tu19,Lateral PFC,0.0006223743581764,0.4695304695304695
